OID_,ORIG_FID,LINEARID,FULLNAME,RTTYP,MTFCC,Shape_Length,POINT_X,POINT_Y
389,65,110479901040,Verbeke St,M,S1400,0.004181989412120,-76.889667171003111,40.269287851353283
390,65,110479901040,Verbeke St,M,S1400,0.004181989412120,-76.888899999835076,40.269620999809320
391,66,1102169841317,Ike Aly,M,S1730,0.000245635004944,-76.890436999667770,40.273945999608259
392,66,1102169841317,Ike Aly,M,S1730,0.000245635004944,-76.890408199778562,40.273906200111071
393,66,1102169841317,Ike Aly,M,S1730,0.000245635004944,-76.890379399889355,40.273866399714620
394,66,1102169841317,Ike Aly,M,S1730,0.000245635004944,-76.890350600000147,40.273826600217490
395,66,1102169841317,Ike Aly,M,S1730,0.000245635004944,-76.890321800110939,40.273786799820982
396,66,1102169841317,Ike Aly,M,S1730,0.000245635004944,-76.890293000221732,40.273747000323851
397,67,110479897242,James St,M,S1400,0.002255809239062,-76.888571999997737,40.269963000292307
398,67,110479897242,James St,M,S1400,0.002255809239062,-76.888840515077675,40.270325554780584
399,67,110479897242,James St,M,S1400,0.002255809239062,-76.889106033616542,40.270690305413325
400,67,110479897242,James St,M,S1400,0.002255809239062,-76.889371468518391,40.271055119897937
401,67,110479897242,James St,M,S1400,0.002255809239062,-76.889636857554876,40.271419970355396
402,67,110479897242,James St,M,S1400,0.002255809239062,-76.889902000177131,40.271784999777992
403,68,110479900299,Charles St,M,S1400,0.002147492842654,-76.891105999941885,40.268003999884741
404,68,110479900299,Charles St,M,S1400,0.002147492842654,-76.890711255120266,40.268173244199886
405,68,110479900299,Charles St,M,S1400,0.002147492842654,-76.890316994133912,40.268343611768330
406,68,110479900299,Charles St,M,S1400,0.002147492842654,-76.889922671993702,40.268513843539097
407,68,110479900299,Charles St,M,S1400,0.002147492842654,-76.889528595368347,40.268684637386173
408,68,110479900299,Charles St,M,S1400,0.002147492842654,-76.889132999788046,40.268839999766215
409,69,110479901038,Verbeke St,M,S1400,0.003019025088822,-76.889022000065211,40.269786000223803
410,69,110479901038,Verbeke St,M,S1400,0.003019025088822,-76.888466121913950,40.270008361196972
411,69,110479901038,Verbeke St,M,S1400,0.003019025088822,-76.887911104413888,40.270246065503557
412,69,110479901038,Verbeke St,M,S1400,0.003019025088822,-76.887355015821299,40.270481282285402
413,69,110479901038,Verbeke St,M,S1400,0.003019025088822,-76.886801143158209,40.270721670168996
414,69,110479901038,Verbeke St,M,S1400,0.003019025088822,-76.886232000006771,40.270915000127218
415,70,1102303589783,Fulton St,M,S1400,0.001532764428013,-76.886274000144965,40.270546000197783
416,70,1102303589783,Fulton St,M,S1400,0.001532764428013,-76.886471099161838,40.270780790700996
417,70,1102303589783,Fulton St,M,S1400,0.001532764428013,-76.886667286266231,40.271016339332618
418,70,1102303589783,Fulton St,M,S1400,0.001532764428013,-76.886862540773620,40.271252660481935
419,70,1102303589783,Fulton St,M,S1400,0.001532764428013,-76.887056719691827,40.271489871060737
420,70,1102303589783,Fulton St,M,S1400,0.001532764428013,-76.887251000233448,40.271726999801274
421,71,1102302571229,Calder St,M,S1400,0.000406205277882,-76.886612999590227,40.271994999569642
422,71,1102302571229,Calder St,M,S1400,0.000406205277882,-76.886536768556994,40.272023088994388
423,71,1102302571229,Calder St,M,S1400,0.000406205277882,-76.886460943117982,40.272052252209733
424,71,1102302571229,Calder St,M,S1400,0.000406205277882,-76.886384792124431,40.272080406385726
425,71,1102302571229,Calder St,M,S1400,0.000406205277882,-76.886306191377571,40.272100949599178
426,71,1102302571229,Calder St,M,S1400,0.000406205277882,-76.886227999822268,40.272123000076419
427,72,110479904796,Fox Ridge Ct,M,S1400,0.000383307937319,-76.888565999721095,40.269163000272272
428,72,110479904796,Fox Ridge Ct,M,S1400,0.000383307937319,-76.888495199693693,40.269192400009331
429,72,110479904796,Fox Ridge Ct,M,S1400,0.000383307937319,-76.888424399666292,40.269221799746333
430,72,110479904796,Fox Ridge Ct,M,S1400,0.000383307937319,-76.888353599638890,40.269251200382655
431,72,110479904796,Fox Ridge Ct,M,S1400,0.000383307937319,-76.888282799611488,40.269280600119657
432,72,110479904796,Fox Ridge Ct,M,S1400,0.000383307937319,-76.888211999584087,40.269309999856659
433,73,110479905058,Sassafras St,M,S1400,0.003478797065177,-76.891885999938893,40.266930999865792
434,73,110479905058,Sassafras St,M,S1400,0.003478797065177,-76.891248527197718,40.267208832821439
435,73,110479905058,Sassafras St,M,S1400,0.003478797065177,-76.890607173881904,40.267478392913574
436,73,110479905058,Sassafras St,M,S1400,0.003478797065177,-76.889966323287126,40.267749291196878
437,73,110479905058,Sassafras St,M,S1400,0.003478797065177,-76.889327109458520,40.268024024189401
438,73,110479905058,Sassafras St,M,S1400,0.003478797065177,-76.888687999951173,40.268298999998876
439,74,110479906001,Liquor Control,M,S1400,0.000128183260537,-76.885812999570248,40.267214000325907
440,74,110479906001,Liquor Control,M,S1400,0.000128183260537,-76.885837003374945,40.267204998112220
441,74,110479906001,Liquor Control,M,S1400,0.000128183260537,-76.885860897462408,40.267195706316841
442,74,110479906001,Liquor Control,M,S1400,0.000128183260537,-76.885884790650550,40.267186414521461
443,74,110479906001,Liquor Control,M,S1400,0.000128183260537,-76.885908684737956,40.267177123625402
444,74,110479906001,Liquor Control,M,S1400,0.000128183260537,-76.885932999708132,40.267169000049364
445,75,110479893808,6th St,M,S1400,0.000359854983796,-76.884445000336484,40.267393999633441
446,75,110479893808,6th St,M,S1400,0.000359854983796,-76.884458146626116,40.267464760090661
447,75,110479893808,6th St,M,S1400,0.000359854983796,-76.884471812723916,40.267535421622483
448,75,110479893808,6th St,M,S1400,0.000359854983796,-76.884485478821773,40.267606083154249
449,75,110479893808,6th St,M,S1400,0.000359854983796,-76.884499144919573,40.267676744686071
450,75,110479893808,6th St,M,S1400,0.000359854983796,-76.884518000105572,40.267745999678198
451,76,1102169841205,Myers Aly,M,S1730,0.000583133781652,-76.892438000213474,40.279367999633507
452,76,1102169841205,Myers Aly,M,S1730,0.000583133781652,-76.892505473648669,40.279463126322298
453,76,1102169841205,Myers Aly,M,S1730,0.000583133781652,-76.892572947083806,40.279558253011032
454,76,1102169841205,Myers Aly,M,S1730,0.000583133781652,-76.892640420518944,40.279653380599086
455,76,1102169841205,Myers Aly,M,S1730,0.000583133781652,-76.892704741830357,40.279750550547533
456,76,1102169841205,Myers Aly,M,S1730,0.000583133781652,-76.892763999958618,40.279851000323447
457,77,1103676696271,Delaware St,M,S1400,0.000647865900706,-76.887798000277428,40.279584999748010
458,77,1103676696271,Delaware St,M,S1400,0.000647865900706,-76.887922009593012,40.279547900015643
459,77,1103676696271,Delaware St,M,S1400,0.000647865900706,-76.888047155651691,40.279514384081608
460,77,1103676696271,Delaware St,M,S1400,0.000647865900706,-76.888172973503913,40.279483647952020
461,77,1103676696271,Delaware St,M,S1400,0.000647865900706,-76.888298714014411,40.279452394712280
